Id,Start time,Completion time,Email,Name,"Duke klikuar me poshte, konfirmoj qe kam lexuar informacionin me siper dhe jap pelqimin tim per pjesemarrje ne kete studim.
",Gjinia juaj,Mosha juaj,Niveli me i larte i arsimit qe keni perfunduar,Statusi juaj aktual i punesimit,Ne cfare fushe punoni apo keni studiuar?,"Ku jetoni aktualisht?
",Cila eshte banka juaj kryesore? (ajo qe perdorni me shume),Sa kohe keni qe jeni klient/e e kesaj banke?,Cilat sherbime bankare digjitale perdorni aktualisht?,Sa shpesh i perdorni sherbimet bankare digjitale?,Sa te kenaqur jeni me sherbimet digjitale te bankes suaj?,A keni ndervepruar ndonjehere me nje chatbot (asistent virtual) ne faqen ose aplikacionin e bankes suaj?,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Kam njohuri te mjaftueshme mbi inteligjencen artificiale dhe mundesite e saj,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Besoj se IA mund te permiresoje cilesine e sherbimeve bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te ndihesha rehat nese nje sistem IA do te vleresonte kerkesen time per kredi,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te preferoja te nderveproja me nje chatbot IA per pyetje te thjeshta bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Jam i/e shqetesuar per privatesine e te dhenave te mia nese banka perdor IA,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Mendoj se IA do te zevendesoje shume nga punet aktuale ne banka,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale",Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA1,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale1",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Mungesa e njohurive te mia mbi IA me pengon te perdor sherbime te tilla,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kam frike se te dhenat e mia personale mund te keqperdoren nese banka perdor IA,"Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Preferoj te flas me nje njeri, jo me nje robot, kur kam ceshtje bankare",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Nuk besoj se IA mund te marre vendime te sakta financiare,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kostot e mundshme shtese per sherbimet me IA me shqetesojne,A keni ndonje koment ose sugjerim shtese mbi perdorimin e inteligjences artificiale ne sherbimet bankare ne Shqiperi?
121,46173.58541666667,46173.58920138889,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Doktorature,I/e punesuar,Arsim,Tirane,Other,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,3,Po,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
122,46173.58819444444,46173.59130787037,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e papune,Ndertim / Inxhinieri,Qytet tjeter,BKT (Banka Kombetare Tregtare),1-3 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,3,Po,Neutral,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem,Neutral,Neutral,Nuk pajtohem,Pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Neutral,Neutral,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
123,46173.592361111114,46173.595138888886,anonymous,,"Po, jap pelqimin tim",Femer,55+,Arsim baze (9-vjecar),I/e dale ne pension,Bujqesi,Qytet tjeter,Tirana Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,3,Jo,Nuk pajtohem,Nuk pajtohem aspak,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Nuk pajtohem aspak,Neutral,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Nuk pajtohem aspak,Neutral,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
124,46173.59444444445,46173.59799768519,anonymous,,"Po, jap pelqimin tim",Femer,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Tirane,Raiffeisen Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Cdo dite,3,Po,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Neutral,Neutral,Neutral,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
125,46173.595138888886,46173.599074074074,anonymous,,"Po, jap pelqimin tim",Mashkull,55+,Bachelor,I/e dale ne pension,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Internet banking (permes kompjuterit/browserit);,Disa here ne muaj,2,Jo,Nuk pajtohem,Nuk pajtohem,Neutral,Nuk pajtohem aspak,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Neutral,Neutral,Pajtohem,Nuk pajtohem aspak,Pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
126,46173.59583333333,46173.5968287037,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Elbasan,OTP Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,3,Nuk jam i/e sigurt,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
127,46173.6,46173.6027662037,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e papune,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Po,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Nuk pajtohem,Nuk pajtohem aspak,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
128,46173.60138888889,46173.60346064815,anonymous,,"Po, jap pelqimin tim",Femer,46-55,Bachelor,I/e punesuar,Teknologji / IT,Korce,Raiffeisen Bank,Mbi 5 vjet,Karta debiti/krediti per pagesa online;,Nje here ne jave,4,Po,Neutral,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
129,46173.604166666664,46173.606770833336,anonymous,,"Po, jap pelqimin tim",Femer,46-55,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Tirane,Other,Mbi 5 vjet,Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,3,Po,Neutral,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
130,46173.604166666664,46173.60670138889,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Master,I/e punesuar,Finance / Banke / Sigurime,Tirane,Raiffeisen Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Cdo dite,4,Po,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
131,46173.60763888889,46173.60853009259,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Arsim baze (9-vjecar),I/e vetepunesuar,Tregti / Sherbime,Durres,Credins Bank,3-5 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,4,Po,Neutral,Neutral,Neutral,Pajtohem,Nuk pajtohem,Nuk pajtohem,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Nuk pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
132,46173.60972222222,46173.61300925926,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Master,I/e punesuar,Tregti / Sherbime,Tirane,Credins Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Nje here ne jave,3,Jo,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Nuk pajtohem,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Pajtohem,Neutral,Nuk pajtohem,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
133,46173.61041666667,46173.61178240741,anonymous,,"Po, jap pelqimin tim",Preferoj te mos pergjigjem,18-25,Bachelor,I/e punesuar,Arsim,Vlore,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Cdo dite,4,Jo,Neutral,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Nuk pajtohem aspak,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
134,46173.61388888889,46173.617939814816,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Bachelor,I/e punesuar,Administrate publike,Vlore,Raiffeisen Bank,3-5 vjet,"Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,4,Po,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
135,46173.61666666667,46173.61858796296,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,OTP Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Cdo dite,4,Jo,Neutral,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Neutral,Neutral,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
136,46173.618055555555,46173.61971064815,anonymous,,"Po, jap pelqimin tim",Mashkull,55+,Arsim baze (9-vjecar),I/e dale ne pension,Administrate publike,Tirane,OTP Bank,3-5 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,2,Jo,Pajtohem,Neutral,Neutral,Nuk pajtohem aspak,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Neutral,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Neutral,Nuk pajtohem aspak,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
137,46173.61944444444,46173.623252314814,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Master,I/e punesuar,Shendetesi / Mjekesi,Qytet tjeter,OTP Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Jo,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
138,46173.62222222222,46173.62670138889,anonymous,,"Po, jap pelqimin tim",Femer,18-25,Master,I/e papune,Shendetesi / Mjekesi,Tirane,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,3,Jo,Pajtohem,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,Neutral,Nuk pajtohem aspak,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,Neutral,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
139,46173.623611111114,46173.62579861111,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Master,I/e vetepunesuar,Arsim,Korce,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Po,Neutral,Pajtohem,Neutral,Neutral,Neutral,Pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Nuk pajtohem aspak,Nuk pajtohem aspak,Neutral,Neutral,Pajtohem,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
140,46173.626388888886,46173.62851851852,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Bachelor,Student/e,Ndertim / Inxhinieri,Zone rurale,Raiffeisen Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Po,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
141,46173.62847222222,46173.63030092593,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,3,Nuk jam i/e sigurt,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
142,46173.63055555556,46173.633680555555,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Shkoder,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Jo,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem,Pajtohem,Neutral,Nuk pajtohem aspak,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
143,46173.63333333333,46173.636979166666,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Master,I/e punesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,4,Po,Nuk pajtohem,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem,Nuk pajtohem,Neutral,Pajtohem,Neutral,Nuk pajtohem,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
144,46173.63611111111,46173.63912037037,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Bachelor,I/e punesuar,Ndertim / Inxhinieri,Elbasan,Credins Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,2,Nuk jam i/e sigurt,Nuk pajtohem aspak,Nuk pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
145,46173.635416666664,46173.639189814814,anonymous,,"Po, jap pelqimin tim",Femer,46-55,Master,I/e papune,Shendetesi / Mjekesi,Korce,Raiffeisen Bank,3-5 vjet,Internet banking (permes kompjuterit/browserit);,Nje here ne jave,2,Po,Neutral,Neutral,Neutral,Pajtohem,Pajtohem,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Nuk pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
146,46173.63888888889,46173.640185185184,anonymous,,"Po, jap pelqimin tim",Femer,18-25,Bachelor,I/e punesuar,Shendetesi / Mjekesi,Shkoder,Other,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,4,Po,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Neutral,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem,Nuk pajtohem,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
